W_03,W_03,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_01,W_01,W_01,W_01,W_03,W_03,W_01,W_01,W_01,W_03,W_03,W_03,W_01,W_01,W_03
W_01,1,1,1,1,1,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01
W_03,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,M_1619,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_03,W_01,1,1,I_02,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_01,1,I_03,1,I_01,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01,W_03,1,M_1620,1,1,1,I_03,1,W_01
W_01,W_01,W_03,W_03,1,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_03,1,W_01,W_03,W_03,W_01,W_01,W_01,W_03,W_03,1,W_03,W_03,W_03,W_01
W_01,W_03,W_03,W_03,M_1617,W_01,W_03,W_03,W_03,W_03,W_03,W_01,W_03,1,W_03,W_03,W_03,W_01,W_01,W_01,W_03,W_01,5,W_03,W_01,W_03,W_01
W_03,W_01,W_01,W_01,1,W_03,W_01,W_03,W_03,W_01,W_01,W_03,W_01,1,W_01,W_01,W_01,W_01,W_03,W_03,W_03,W_01,1,W_03,W_03,W_03,W_03
W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_01,M_1618,1,1,1,1,1,1,W_01,W_01,1,1,15,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_03,W_03,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,I_00,1,1,W_01,W_03,1,1,1,1,1,I_03,1,W_03
W_03,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01
W_03,W_03,W_01,W_01,1,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_01,1,W_01,W_01,W_01,W_03,W_01,W_01,W_01,W_01,1,W_03,W_01,W_01,W_03
W_01,W_03,W_03,W_01,3,W_03,W_03,W_03,W_01,W_03,W_01,W_01,W_03,M_1616,W_01,W_01,W_01,W_03,W_03,W_03,W_01,W_03,1,W_03,W_03,W_01,W_03
W_01,W_01,W_03,W_03,1,W_03,W_01,W_03,W_03,W_03,W_01,W_01,W_03,1,W_01,W_03,W_03,W_03,W_03,W_03,W_03,W_03,1,W_01,W_03,W_01,W_01
W_03,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03,W_03,1,1,1,1,1,14,1,W_01
W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_01
W_01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_01,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_01,W_03,W_01,W_01,W_03,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_01,W_03,W_03,W_01,W_01,W_03
