0,W_03,W_03,W_03,W_01,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_01,W_01,W_01,W_03,W_03,W_03,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_03
W_03,W_01,1,1,1,1,1,W_01,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_01,W_03,W_03,W_01,I_00,1,1,1,1,1,1,W_01
W_03,W_03,1,1,1,1,1,W_03,W_03,W_03,W_01,1,1,1,1,1,W_03,W_03,W_01,1,1,1,1,1,1,1,W_01
W_01,W_01,1,1,11,1,1,1,1,M_1472,1,1,1,1,1,1,1,M_1473,1,1,1,1,1,1,1,1,W_03
W_01,W_01,1,1,1,1,1,W_03,W_01,W_01,W_01,1,1,1,1,1,W_03,W_01,W_01,1,1,1,1,1,1,1,W_03
W_01,W_01,1,15,1,1,1,W_01,W_01,W_01,W_01,W_01,W_01,W_03,W_01,W_01,W_03,W_01,W_03,1,1,1,1,1,1,1,W_01
W_01,W_03,W_03,W_01,W_01,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_01,W_03,W_01,W_03,W_01,W_01,W_03,W_01,W_03,W_03,3,W_03,W_03,W_03,W_03
W_03,W_01,W_03,W_03,W_03,W_03,W_01,W_03,W_03,W_01,W_03,W_03,W_01,W_01,W_01,W_01,W_01,W_03,W_01,W_01,I_03,W_03,1,W_01,W_03,W_01,W_01
W_01,W_01,W_01,W_01,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_01,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_01,M_1475,W_01,1,W_01,W_01,W_01,W_03
W_01,W_03,W_03,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_03,1,1,1,1,1,W_03,W_01,W_03,W_01,1,1,1,I_01,1,W_03,W_01
W_01,1,1,1,1,1,1,1,W_01,W_03,W_01,1,1,1,1,1,W_01,W_01,W_01,W_01,1,1,1,I_03,1,W_01,W_01
W_01,1,1,1,1,1,1,1,1,8,1,I_02,1,1,1,1,W_01,W_01,W_03,W_03,1,1,1,1,1,W_01,W_01
W_01,1,1,1,1,1,1,1,W_03,W_01,W_03,1,1,1,1,1,W_01,W_01,W_01,W_01,1,1,1,1,1,W_01,W_01
W_01,W_01,W_03,W_03,1,W_03,W_01,W_03,W_03,W_03,W_01,1,1,1,1,1,W_03,W_01,W_01,W_01,1,1,1,1,1,W_01,W_03
W_01,W_01,W_01,W_03,1,W_01,W_03,W_01,W_01,W_03,W_03,W_01,W_03,1,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_01,1,W_03,W_01,W_03,W_01
W_01,W_03,W_03,W_01,1,W_01,W_01,W_01,W_01,W_01,W_01,W_03,W_01,1,W_03,W_01,W_01,W_01,W_01,W_03,W_01,W_03,1,W_01,W_01,W_03,W_01
W_03,W_01,W_03,W_03,I_09,W_01,W_01,W_01,W_03,W_01,W_01,W_03,W_03,1,W_03,W_01,W_03,W_03,W_01,W_03,W_03,W_03,1,W_01,W_03,W_01,W_03
W_03,1,1,1,1,1,1,1,W_03,W_01,W_03,W_01,W_01,1,W_03,W_03,W_03,W_03,W_01,W_01,W_01,W_03,M_1474,W_01,W_01,W_01,W_01
W_03,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03,W_01,W_01,1,1,1,1,1,W_03,W_03
W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,1,7,1,1,1,M_1476,1,1,W_03,W_01
W_01,1,1,1,1,1,1,14,W_03,W_01,1,1,1,1,1,1,I_03,W_01,W_01,W_01,1,1,1,1,1,W_03,W_01
W_01,1,1,1,I_03,1,1,1,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_01,W_01,W_01,W_03,W_03,W_01
W_01,W_01,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_03,W_01,W_01,W_03,W_03,W_03,W_03,W_03,W_03,W_03,W_01,W_01,W_01,W_01,W_01,W_01,W_03,W_03
